id,name,category,description,price
271,Moulding and Casting Technologies Product 271,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,9872.99
272,Gear Technology Product 272,Gear Technology,High-quality gear technology solution designed for industrial use.,14794.91
273,Resistance Welding Product 273,Resistance Welding,High-quality resistance welding solution designed for industrial use.,19984.68
274,Electric Drives and Controls Product 274,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,16595.28
275,Gear Technology Product 275,Gear Technology,High-quality gear technology solution designed for industrial use.,18237.78
276,Kassow Robots Product 276,Kassow Robots,High-quality kassow robots solution designed for industrial use.,7665.79
277,Gear Technology Product 277,Gear Technology,High-quality gear technology solution designed for industrial use.,14716.48
278,Gear Technology Product 278,Gear Technology,High-quality gear technology solution designed for industrial use.,3998.49
279,Mobile Hydraulics and Electronics Product 279,Mobile Hydraulics and Electronics,High-quality mobile hydraulics and electronics solution designed for industrial use.,8930.89
280,Mobile Robotics Product 280,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,1689.18
281,Gear Technology Product 281,Gear Technology,High-quality gear technology solution designed for industrial use.,914.23
282,Hägglunds Product 282,Hägglunds,High-quality hägglunds solution designed for industrial use.,18079.5
283,Hägglunds Product 283,Hägglunds,High-quality hägglunds solution designed for industrial use.,5212.93
284,Hägglunds Product 284,Hägglunds,High-quality hägglunds solution designed for industrial use.,15817.79
285,Assembly Technology Product 285,Assembly Technology,High-quality assembly technology solution designed for industrial use.,15842.16
286,Tightening Technology Product 286,Tightening Technology,High-quality tightening technology solution designed for industrial use.,11440.86
287,Tightening Technology Product 287,Tightening Technology,High-quality tightening technology solution designed for industrial use.,15420.73
288,Industrial Hydraulics Product 288,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,14304.74
289,Moulding and Casting Technologies Product 289,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,11928.52
290,Gear Technology Product 290,Gear Technology,High-quality gear technology solution designed for industrial use.,17158.7
291,Moulding and Casting Technologies Product 291,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,11958.83
292,Mobile Robotics Product 292,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,15482.81
293,Assembly Technology Product 293,Assembly Technology,High-quality assembly technology solution designed for industrial use.,757.38
294,Electric Drives and Controls Product 294,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,11406.65
295,Industrial Hydraulics Product 295,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,16230.23
296,Linear Motion Technology Product 296,Linear Motion Technology,High-quality linear motion technology solution designed for industrial use.,9349.69
297,Mobile Robotics Product 297,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,9785.76
298,Resistance Welding Product 298,Resistance Welding,High-quality resistance welding solution designed for industrial use.,12706.96
299,Resistance Welding Product 299,Resistance Welding,High-quality resistance welding solution designed for industrial use.,3683.7
300,Hägglunds Product 300,Hägglunds,High-quality hägglunds solution designed for industrial use.,11239.2
301,Tightening Technology Product 301,Tightening Technology,High-quality tightening technology solution designed for industrial use.,780.02
302,Electric Drives and Controls Product 302,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,3147.65
303,Hägglunds Product 303,Hägglunds,High-quality hägglunds solution designed for industrial use.,12390.08
304,Moulding and Casting Technologies Product 304,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,2382.7
305,Hägglunds Product 305,Hägglunds,High-quality hägglunds solution designed for industrial use.,4196.92
306,Hägglunds Product 306,Hägglunds,High-quality hägglunds solution designed for industrial use.,19674.23
307,Mobile Hydraulics and Electronics Product 307,Mobile Hydraulics and Electronics,High-quality mobile hydraulics and electronics solution designed for industrial use.,15756.92
308,Electric Drives and Controls Product 308,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,3767.03
309,Hägglunds Product 309,Hägglunds,High-quality hägglunds solution designed for industrial use.,18546.89
310,Kassow Robots Product 310,Kassow Robots,High-quality kassow robots solution designed for industrial use.,12099.99
311,Industrial Hydraulics Product 311,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,17495.56
312,Mobile Robotics Product 312,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,8248.33
313,Gear Technology Product 313,Gear Technology,High-quality gear technology solution designed for industrial use.,1338.33
314,Industrial Hydraulics Product 314,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,19446.27
315,Industrial Hydraulics Product 315,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,13977.07
316,Hägglunds Product 316,Hägglunds,High-quality hägglunds solution designed for industrial use.,18384.9
317,Kassow Robots Product 317,Kassow Robots,High-quality kassow robots solution designed for industrial use.,14591.88
318,Mobile Robotics Product 318,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,2031.84
319,Mobile Hydraulics and Electronics Product 319,Mobile Hydraulics and Electronics,High-quality mobile hydraulics and electronics solution designed for industrial use.,12798.13
320,Industrial Hydraulics Product 320,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,15002.52
321,Tightening Technology Product 321,Tightening Technology,High-quality tightening technology solution designed for industrial use.,1913.04
322,Electric Drives and Controls Product 322,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,8701.6
323,Industrial Hydraulics Product 323,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,16412.67
